AERONET_Database_Site_List,Num=2,Date_Generated=20:10:2016
Site_Name,Longitude(decimal_degrees),Latitude(decimal_degrees),Elevation(meters)
White_Salmon,-121.512500,45.766660,500.000000
NEON_Sterling,-103.029297,40.461903,1372.000000
Chiayi,120.495975,23.495975,27.000000
Puli,120.966890,23.968560,446.000000
HOPE-Melpitz,12.927601,51.525525,84.000000
Strzyzow,21.861300,49.878600,450.000000
DRAGON_Galveston_DP,-94.861289,29.254474,1.000000
Calipso_Carthage,-94.066270,32.064340,80.000000
Calipso_Sabine_Frst,-93.867433,31.607300,68.000000
Baskin,-91.738660,32.282220,23.000000
ARM_Graciosa,-28.029170,39.091090,15.200000
ARM_Oliktok_AK,-149.880000,70.499500,2.000000
Cat_Spring,-96.325617,29.829050,90.000000
NW_Chapel_Hill,-79.093400,35.971200,175.000000
James_Res_Center,-76.659176,35.872594,5.000000
Orlean_Bricy,1.761111,47.986667,120.000000
IAOCA-KRSU,78.528950,42.463830,1930.000000
NEON-CASTNET,-105.542538,40.278572,2730.000000
NEON-CPER,-104.744238,40.812444,1655.000000
NEON-HQ,-105.246828,40.015895,1603.000000
NEON-RailroadValley,-115.691000,38.497000,1437.000000
NEON-SoaprootSaddle,-119.281139,37.037434,1360.000000
Ieodo_Station,125.182447,32.122953,29.000000
LAQUILA_Coppito,13.350636,42.368386,656.000000
LAQUILA_Gransasso,13.550414,42.447908,2401.000000
Noumea,166.444167,-22.301944,12.000000
Toulouse_MF,1.374320,43.572610,160.000000
Bujumbura,29.383833,-3.380000,863.000000
Martova,36.953000,49.936000,120.000000
CEILAP-Neuquen,-68.136660,-38.952220,271.000000
ARM_HyytialaFinland,24.287847,61.843536,179.000000
ARM_Manacapuru,-60.598056,-3.212972,49.990000
Changchun,125.395700,44.000140,207.000000
AOE_Baotou,109.628800,40.851700,1270.000000
Mongu_Inn,23.134333,-15.266667,1040.000000
Karunya_University,76.744100,10.935300,478.000000
Progress,76.388610,-69.377780,32.000000
El_Farafra,27.990167,27.058000,92.000000
Maeson,99.170690,19.830460,502.000000
Zeebrugge-MOW1,3.120000,51.362000,15.000000
Fuguei_Cape,121.537900,25.297300,15.000000
Santiago_Beauchef,-70.661666,-33.457222,560.000000
SEGC_Lope_Gabon,11.600820,-0.201550,280.000000
DRAGON_Chatfield_Pk,-105.070365,39.534500,1676.000000
DRAGON_DenverLaCasa,-105.005180,39.779490,1601.000000
DRAGON_Fort_Collins,-105.141410,40.592795,1572.000000
DRAGON_NREL-Golden,-105.177990,39.743725,1833.000000
DRAGON_Platteville,-104.726100,40.182765,1523.000000
DRAGON_Boulder,-105.261325,39.991859,1660.000000
DRAGON_Niwot_Ridge,-105.533313,40.031795,2886.000000
DRAGON_Welch,-105.139510,39.638780,1743.000000
DRAGON_Weld_Co_Twr,-104.737445,40.386360,1484.000000
DRAGON_Aurora_East,-104.569130,39.638540,1802.000000
DRAGON_Squaw_Mtn,-105.493284,39.679690,3492.000000
XuZhou-CUMT,117.141670,34.216670,59.700000
Maggie_Valley,-83.094730,35.519816,917.000000
Paardefontein,28.374719,-25.495986,1217.000000
Sigma_Space_Corp,-76.836472,38.953000,44.800000
Shijiazhuang-SZF,114.458330,38.016670,158.000000
Shijiazhuang-CHEY,114.550000,38.000000,88.000000
KITcube_Masada,35.372297,31.322547,-350.000000
Lingshan_Mountain,115.496200,40.053700,1653.000000
FINO,25.669762,35.337707,233.000000
DRAGON_Rocky_Flats,-105.188575,39.912795,1803.000000
American_Samoa,-170.564400,-14.247200,76.000000
Gobabeb,15.041058,-23.561619,405.000000
Medenine-IRA,10.642547,33.499633,33.500000
Berlin_FUB,13.310333,52.457500,80.000000
Tuz_Golu_3,33.464678,38.792469,906.170000
Easton-MDE,-76.084250,38.794972,4.500000
Durban_UKZN,30.944011,-29.817233,205.000000
NEON_Bartlett,-71.287203,44.063881,273.000000
NEON_Harvard,-72.172661,42.536900,348.000000
Sirmione_Museo_GC,10.605833,45.500278,86.500000
NEON-Disney,-81.436200,28.125039,19.000000
NEON_OSBS,-81.993431,29.689269,47.000000
USGS_Flagstaff_ROLO,-111.634420,35.214840,2179.600000
Raciborz,18.191700,50.083100,230.000000
UdeConcepcion-CEFOP,-73.025310,-36.842780,170.000000
Toyama,137.187000,36.699000,30.000000
Socheongcho,124.738039,37.423133,28.000000
NEON_RMNP,-105.545972,40.275900,2750.000000
NEON_SCBI,-78.139500,38.892919,354.000000
NEON_UNDE,-89.537250,46.233881,520.000000
NEON_OAES,-99.058790,35.410590,523.000000
Nong_Khai,102.716710,17.877200,175.000000
Nicosia,33.381353,35.140628,181.000000
KIOST_Ansan,126.831667,37.285983,8.000000
Blyth_NOAH,-1.420859,55.146399,19.000000
Efri-Vik_Iceland,-17.965089,63.774942,36.000000
NEON_TALL,-87.393269,32.950461,165.000000
Huancayo-IGP,-75.320900,-12.040200,3352.000000
Thornton_C-power,2.955278,51.532500,30.000000
Poprad-Ganovce,20.322000,49.035000,706.000000
AgiaMarina_Xyliatou,33.057700,35.038000,521.000000
NEON_ORNL,-84.282588,35.964128,344.000000
TWRS,-114.849910,45.103582,1166.000000
Taylor_Ranch_TWRS,-114.849950,45.103500,1039.000000
NEON_ONAQ,-112.452439,40.177589,1656.000000
Wallops_ACHIEVE,-75.471000,37.933486,13.500000
UNC-Gaitan,-72.351800,4.310680,192.000000
NEON_KONZ,-96.563090,39.100770,415.000000
KITcube_Karlsruhe,8.427900,49.093300,140.000000
Melpitz,12.927601,51.525525,84.000000
NEON_WOOD,-99.241356,47.128228,590.000000
Black_Spruce_Sta,-148.323067,64.696667,125.000000
Amiaz,35.341975,31.067081,-244.000000
Shizafon,35.030167,30.064825,480.000000
Simonstown_IMT,18.445670,-34.192720,27.000000
NEON_MOAB,-109.388269,38.248331,1799.000000
Shagaya_Park,47.060528,29.209072,242.000000
Camborne_MO,-5.326560,50.217820,87.000000
Pagosa_Springs,-107.050258,37.270278,2316.480000
Makassar,119.572270,-4.997680,16.000000
ARM_McMurdo,166.729722,-77.848889,73.000000
ARM_WAIS,-112.083333,-79.470556,1829.000000
Sorong,131.267700,-0.874600,127.000000
NEON_MLBS,-80.524836,37.378306,1170.000000
Douliu,120.544800,23.711700,60.000000
USC_SEAPRISM_2,-118.117820,33.563710,31.000000
Haymana_Ankara,32.693879,39.614973,1060.000000
Hokkaido_University,141.340700,43.075500,59.000000
Kuwait_Inst_Sci_Res,47.906453,29.337914,10.000000
Rome_ESA_ESRIN,12.671833,41.826667,240.000000
Santa_Rosa,-85.615917,10.841500,320.000000
Cachoeira_Paulista,-45.006000,-22.689000,574.000000
Aras_de_los_Olmos,-1.101600,39.945000,1280.000000
Weizmann_Institute,34.810531,31.907235,73.000000
Windhoek-NUST,17.073040,-22.565910,1676.000000
Paracou,-52.925833,5.266944,50.000000
Upington,21.156000,-28.379000,865.000000
Bose_Institute,88.261403,27.031467,2180.000000
NEON_SERC,-76.560017,38.890117,9.753600
Bukit_Kototabang,100.318050,-0.201940,864.500000
NEON_UKFS,-95.192150,39.040431,321.000000
NEON_LENO,-88.161219,31.853881,13.100000
Amazon_ATTO_Tower,-58.999867,-2.144117,210.000000
Koforidua_ANUC,-0.302058,6.109408,205.000000
NEON_HEAL,-149.213339,63.875689,678.180000
Loftus_MO,-0.861733,54.562700,159.000000
Watnall_MO,-1.250958,53.005652,120.000000
Potchefstroom,27.091000,-26.690000,1355.000000
Natal,-35.199500,-5.841500,40.000000
ORS_UNAM_ISNP,-99.203683,19.399467,2361.000000
Napoli_CeSMA,14.306567,40.836842,50.000000
Windpoort,15.482778,-19.365556,1206.000000
Tsumkwe,20.442500,-19.616667,1154.000000
Bonanza,19.590278,-21.825556,1382.000000
HESS,16.502944,-23.273000,1266.000000
Lubango,13.445000,-14.958000,2047.000000
Namibe,12.178000,-15.159000,11.000000
KORUS_Taehwa,127.310330,37.312480,152.000000
KORUS_Osan,127.040000,37.080000,20.000000
KORUS_Iksan,127.005200,35.962200,84.000000
KORUS_UNIST_Ulsan,129.189700,35.581900,106.000000
KORUS_Kyungpook_NU,128.606416,35.889989,65.000000
KORUS_Olympic_Park,127.124180,37.521650,45.000000
Niigata,138.942000,37.846000,10.000000
KORUS_Daegwallyeong,128.758720,37.687120,837.000000
Lamezia_Terme,16.232100,38.876400,8.000000
Arrival_Heights,166.667000,-77.833000,193.000000
NEON_GUAN,-66.868700,17.969550,128.000000
KORUS_NIER,126.639710,37.568930,26.900000
KORUS_Mokpo_NU,126.437360,34.913420,26.000000
Bakersfield,-119.000008,35.331506,50.000000
Alishan,120.813410,23.508440,2416.000000
Lake_Erie,-83.193600,41.825600,173.500000
EastMalling_MO,0.440000,51.290000,33.000000
KORUS_Baeksa,127.569100,37.411560,64.000000
KORUS_Songchon,127.489460,37.338490,90.000000
SONET_Harbin,126.614000,45.705000,187.900000
SONET_Nanjing,118.957000,32.115000,52.000000
SONET_Shanghai,121.481000,31.284000,84.500000
SONET_Zhoushan,122.188000,29.994000,29.000000
SONET_Xingtai,114.360000,37.182000,185.100000
KITcube_Save,2.427925,8.000928,166.000000
SONET_Hefei,117.162222,31.904722,36.000000
NASA_KSC,-80.663476,28.463763,1.200000
Santo_Pekoa,167.219000,-15.508000,50.000000
Rhyl_MO,-3.508590,53.259290,77.000000
Modesto,-120.994220,37.642170,33.000000
St_Helena,-5.667300,-15.942400,434.000000
POLWET_Rzecin,16.309589,52.762019,54.000000
Santiago_Beauchef_2,-70.661666,-33.457222,560.000000
ARM_DACCIWA_Save,2.427925,8.000928,166.000000
Albergue_UGR,-3.386989,37.095598,2501.000000
ARM_Ascension_Is,-14.349806,-7.966964,341.000000
ARM_Macquarie_Is,158.934581,-54.499561,3.600000
Doi_Inthanon,98.485556,18.590000,2565.000000
Vienna_UNIVIE,16.355833,48.221667,225.000000
Stornoway_MO,-6.182147,58.211560,82.500000
Beijing_PKU,116.310200,39.992000,53.000000
Mount_Wilson,-118.055900,34.224700,1710.000000
SP-EACH,-46.499670,-23.481630,754.000000
Portglenone_MO,-6.457000,54.865000,64.000000
Lerwick_MO,-1.185113,60.139372,82.000000
UACJ_UNAM_ORS,-106.431667,31.743333,1127.000000
Technion_Haifa_IL,35.024900,32.775870,230.000000
Possession_Island,15.194255,-27.010428,3.000000
DRAGON_Henties_1,14.295125,-22.052274,60.000000
DRAGON_Henties_2,14.339791,-22.115908,50.000000
DRAGON_Henties_3,14.377948,-22.184012,30.000000
DRAGON_Henties_4,14.345504,-22.020377,100.000000
DRAGON_Henties_5,14.399573,-22.091751,90.000000
DRAGON_Henties_6,14.430668,-22.166736,80.000000
Paranal_CTA,-70.324794,-24.701105,2154.000000
UPC-GEAB-Valledupar,-73.329300,9.559600,157.000000
Crucero,-69.566200,-22.274500,1176.000000
Glasgow_MO,-4.531220,55.906800,59.000000
Walvis_Bay_airport,14.640000,-22.980000,82.000000
Oxford,-1.256000,51.759000,87.000000
Mesa_Lakes,-108.100200,39.044300,2975.000000
