,Facility Name,orispl_code,Gross Load (MW-h),EPA Region,latitude,longitude,State,County,timezone,time_offset
810,NCEMC Hamlet Plant,56292,247219.31,4,34.8422,-79.7367,NC,Richmond,America/New_York,5.0
811,Plant Rowan County,7826,2195533.0,4,35.7325,-80.6019,NC,Rowan,America/New_York,5.0
812,Richmond County Plant,7805,8399779.23,4,34.8422,-79.7444,NC,Richmond,America/New_York,5.0
813,Riverbend,2732,185268.55,4,35.36,-80.9742,NC,Gaston,America/New_York,5.0
814,Rockingham County Combustion Turbine,55116,706563.65,4,36.3297,-79.8297,NC,Rockingham,America/New_York,5.0
815,Rosemary Power Station,50555,63746.36,4,36.4525,-77.6594,NC,Halifax,America/New_York,5.0
816,Roxboro,2712,6645307.99,4,36.4833,-79.0731,NC,Person,America/New_York,5.0
817,University of NC Chapel Hill,54276,,4,35.9069,-79.0617,NC,Orange,America/New_York,5.0
818,W H Weatherspoon,2716,0.0,4,34.5889,-78.975,NC,Robeson,America/New_York,5.0
819,Westmoreland Partners Roanoke Valley I,54035,,4,36.4364,-77.6167,NC,Halifax,America/New_York,5.0
820,Westmoreland Partners Roanoke Valley II,54755,,4,36.4364,-77.6167,NC,Halifax,America/New_York,5.0
821,Weyerhaeuser - New Bern,50188,,4,35.2081,-77.1242,NC,Craven,America/New_York,5.0
822,Antelope Valley,6469,6820634.88,8,47.3714,-101.8344,ND,Mercer,America/North_Dakota/Beulah,7.0
823,Coal Creek,6030,9939065.7,8,47.3761,-101.1567,ND,McLean,America/Chicago,6.0
824,Coyote,8222,2439038.28,8,47.2217,-101.8139,ND,Mercer,America/North_Dakota/Beulah,7.0
825,Leland Olds,2817,3727051.9,8,47.2819,-101.3194,ND,Mercer,America/North_Dakota/Beulah,7.0
826,Milton R Young,2823,5696110.05,8,47.0664,-101.2139,ND,Oliver,America/North_Dakota/Center,6.0
827,R M Heskett,2790,440038.54,8,46.8669,-100.8839,ND,Morton,America/North_Dakota/New_Salem,6.0
828,Stanton,2824,,8,47.2872,-101.3314,ND,Mercer,America/North_Dakota/Beulah,7.0
829,Beatrice,8000,292532.81,7,40.3286,-96.8067,NE,Gage,America/Chicago,6.0
830,C W Burdick,2241,5678.76,7,40.9228,-98.3269,NE,Hall,America/Chicago,6.0
831,Canaday,2226,42144.0,7,40.6941,-99.7005,NE,Gosper,America/Chicago,6.0
832,Cass County Station,55972,114594.76,7,40.9472,-95.9667,NE,Cass,America/Chicago,6.0
833,Gerald Gentleman Station,6077,9397958.0,7,41.0808,-101.1408,NE,Lincoln,America/Chicago,6.0
834,Gerald Whelan Energy Center,60,1505420.93,7,40.5806,-98.3106,NE,Adams,America/Chicago,6.0
835,Lon D Wright Power Plant,2240,403081.02,7,41.4275,-96.4619,NE,Dodge,America/Chicago,6.0
836,Nebraska City Station,6096,10276573.54,7,40.6215,-95.7765,NE,Otoe,America/Chicago,6.0
837,North Omaha Station,2291,3305317.04,7,41.3297,-95.9458,NE,Douglas,America/Chicago,6.0
838,Platte,59,490708.08,7,40.8538,-98.3481,NE,Hall,America/Chicago,6.0
839,Rokeby,6373,23728.01,7,40.7316,-96.7364,NE,Lancaster,America/Chicago,6.0
840,Sarpy County Station,2292,81482.68,7,41.1706,-95.9692,NE,Sarpy,America/Chicago,6.0
841,Sheldon,2277,1149389.21,7,40.5589,-96.7842,NE,Lancaster,America/Chicago,6.0
842,Terry Bundy Generating Station,7887,144916.24,7,40.9108,-96.6147,NE,Lancaster,America/Chicago,6.0
843,Granite Ridge Energy,55170,3200863.4,1,42.9043,-71.4251,NH,Rockingham,America/New_York,5.0
844,Merrimack,2364,1293757.06,1,43.1411,-71.4692,NH,Merrimack,America/New_York,5.0
845,Newington,8002,78081.98,1,43.0974,-70.7834,NH,Rockingham,America/New_York,5.0
846,Newington Energy,55661,2173305.5,1,43.1047,-70.8044,NH,Rockingham,America/New_York,5.0
847,Schiller,2367,481390.81,1,43.0978,-70.7842,NH,Rockingham,America/New_York,5.0
848,B L England,2378,192513.22,2,39.29,-74.6339,NJ,Cape May,America/New_York,5.0
849,Bayonne Energy Center,56964,532755.12,2,40.6529,-74.0916,NJ,Hudson,America/New_York,5.0
850,"Bayonne Plant Holding, LLC",50497,410662.93,2,40.6553,-74.1124,NJ,Hudson,America/New_York,5.0
851,Bergen,2398,3964338.18,2,40.8375,-74.0244,NJ,Bergen,America/New_York,5.0
852,Burlington Generating Station,2399,106778.68,2,40.0753,-74.8781,NJ,Burlington,America/New_York,5.0
853,"Camden Plant Holding, LLC",10751,537358.48,2,39.9175,-75.1192,NJ,Camden,America/New_York,5.0
854,Carlls Corner Energy Center,2379,23947.0,2,39.4547,-75.2011,NJ,Cumberland,America/New_York,5.0
855,Carneys Point,10566,,2,39.6928,-75.4867,NJ,Salem,America/New_York,5.0
856,Cedar Energy Station,2380,1828.0,2,39.6893,-74.2618,NJ,Ocean,America/New_York,5.0
857,Cumberland Energy Center,5083,44558.52,2,39.3757,-74.9654,NJ,Cumberland,America/New_York,5.0
858,Deepwater,2384,112581.55,2,39.6747,-75.5015,NJ,Salem,America/New_York,5.0
859,"E F Kenilworth, Inc.",10805,151859.25,2,40.6781,-74.2744,NJ,Union,America/New_York,5.0
860,"EFS Parlin Holdings, LLC",50799,164645.53,2,40.4586,-74.3327,NJ,Middlesex,America/New_York,5.0
861,Eagle Point Power Generation,50561,99923.66,2,39.8746,-75.1592,NJ,Gloucester,America/New_York,5.0
862,Edison,2400,35680.0,2,40.4911,-74.3958,NJ,Middlesex,America/New_York,5.0
863,Elmwood Park Power - LLC,50852,50585.85,2,40.9056,-74.1308,NJ,Bergen,America/New_York,5.0
864,Essex,2401,61337.91,2,40.7375,-74.1211,NJ,Essex,America/New_York,5.0
865,Forked River Power,7138,1867.44,2,39.8154,-74.2098,NJ,Ocean,America/New_York,5.0
866,Gilbert Generating Station,2393,42313.54,2,40.5661,-75.165,NJ,Hunterdon,America/New_York,5.0
867,Howard M Down,2434,28023.28,2,39.4889,-75.0347,NJ,Cumberland,America/New_York,5.0
868,Hudson Generating Station,2403,962998.35,2,40.7478,-74.0719,NJ,Hudson,America/New_York,5.0
869,Kearny Generating Station,2404,165609.79,2,40.7375,-74.1,NJ,Hudson,America/New_York,5.0
870,Lakewood,54640,402582.73,2,40.0613,-74.1686,NJ,Ocean,America/New_York,5.0
871,Linden Cogeneration Facility,50006,5360034.22,2,40.6322,-74.2156,NJ,Union,America/New_York,5.0
872,Linden Generating Station,2406,3647812.36,2,40.6225,-74.2097,NJ,Union,America/New_York,5.0
873,Logan Generating Plant,10043,,2,39.7914,-75.4081,NJ,Gloucester,America/New_York,5.0
874,Mercer Generating Station,2408,439058.96,2,40.1797,-74.7325,NJ,Mercer,America/New_York,5.0
875,Mickleton Energy Center,8008,4005.0,2,39.8139,-75.2508,NJ,Gloucester,America/New_York,5.0
876,Middle Energy Center,2382,531.5,2,39.0267,-74.8769,NJ,Cape May,America/New_York,5.0
877,Missouri Avenue Energy Center,2383,717.55,2,39.3628,-74.4428,NJ,Atlantic,America/New_York,5.0
878,National Park,2409,31.0,2,39.8617,-75.1836,NJ,Gloucester,America/New_York,5.0
879,Newark Bay Cogen,50385,860935.13,2,40.7197,-74.13,NJ,Essex,America/New_York,5.0
880,North Jersey Energy Associates,10308,1646282.33,2,40.439,-74.3444,NJ,Middlesex,America/New_York,5.0
881,Ocean Peaking Power,55938,288425.22,2,40.0606,-74.1672,NJ,Ocean,America/New_York,5.0
882,Paulsboro Refining Company LLC,50628,343091.5,2,39.84,-75.2583,NJ,Gloucester,America/New_York,5.0
883,Pedricktown Cogeneration Plant,10099,428861.22,2,39.7661,-75.4242,NJ,Salem,America/New_York,5.0
884,"Red Oak Power, LLC",55239,3406104.35,2,40.4481,-74.3497,NJ,Middlesex,America/New_York,5.0
885,Salem Generating Station,2410,175.0,2,39.4625,-75.5333,NJ,Salem,America/New_York,5.0
886,Sayreville,2390,5633.0,2,40.4753,-74.3552,NJ,Middlesex,America/New_York,5.0
887,Sewaren Generating Station,2411,88791.45,2,40.5564,-74.2461,NJ,Middlesex,America/New_York,5.0
888,Sherman Avenue,7288,30019.5,2,39.451,-75.0578,NJ,Cumberland,America/New_York,5.0
889,"Sunoco, Inc. Eagle Point Facility",55113,,2,39.8743,-75.1595,NJ,Gloucester,America/New_York,5.0
890,Werner,2385,1335.0,2,40.4906,-74.2814,NJ,Middlesex,America/New_York,5.0
891,West Station,6776,1160.72,2,39.4903,-75.0486,NJ,Cumberland,America/New_York,5.0
892,Afton Generating Station,55210,498910.0,6,32.1134,-106.848,NM,Dona Ana,America/Denver,7.0
893,Bluffview Power Plant,55977,435827.96,6,36.7164,-108.2153,NM,San Juan,America/Denver,7.0
894,Cunningham,2454,1094473.9,6,32.7131,-103.3533,NM,Lea,America/Denver,7.0
895,Escalante ,87,1208594.4,6,35.4159,-108.08200000000001,NM,McKinley,America/Denver,7.0
896,Four Corners Steam Elec Station,2442,14777882.75,6,36.69,-108.4814,NM,San Juan,America/Denver,7.0
897,Hobbs Generating Station,56458,3017077.14,6,32.7282,-103.3095,NM,Lea,America/Denver,7.0
898,Lordsburg Generating Station,7967,18329.0,6,32.3494,-108.6975,NM,Hidalgo,America/Denver,7.0
899,Luna Energy Facility,55343,1875262.03,6,32.2983,-107.78,NM,Luna,America/Denver,7.0
900,Maddox,2446,477175.27,6,32.7131,-103.31,NM,Lea,America/Denver,7.0
901,Milagro Cogeneration and Gas Plant,54814,558844.99,6,36.7367,-107.9417,NM,San Juan,America/Denver,7.0
902,Pyramid Generating Station,7975,170932.3,6,32.2363,-108.5494,NM,Hidalgo,America/Denver,7.0
903,Reeves Generating Station,2450,73377.53,6,35.1716,-106.6019,NM,Bernalillo,America/Denver,7.0
904,Rio Bravo Generating Station,55039,8820.24,6,35.025999999999996,-106.64399999999999,NM,Bernalillo,America/Denver,7.0
905,Rio Grande,2444,813914.09,6,31.8047,-106.5472,NM,Dona Ana,America/Denver,7.0
906,San Juan,2451,11341944.77,6,36.8006,-108.4386,NM,San Juan,America/Denver,7.0
907,Valencia Power Plant,55802,52131.46,6,34.6063,-106.73200000000001,NM,Valencia,America/Denver,7.0
908,Apex Generating Station,55514,1355747.37,9,36.4178,-114.9622,NV,Clark,America/Los_Angeles,8.0
909,Chuck Lenzie Generating Station,55322,6575226.94,9,36.3853,-114.9228,NV,Clark,America/Los_Angeles,8.0
910,Clark,2322,83359.44,9,36.0875,-115.0507,NV,Clark,America/Los_Angeles,8.0
911,Desert Star Energy Center,55077,2539144.86,9,35.7867,-114.9928,NV,Clark,America/Los_Angeles,8.0
912,Fort Churchill,2330,271502.92,9,39.1281,-119.1319,NV,Lyon,America/Los_Angeles,8.0
913,Harry Allen,7082,3535257.67,9,36.425,-114.9,NV,Clark,America/Los_Angeles,8.0
914,Las Vegas Generating Station,10761,394944.71,9,36.2317,-115.1235,NV,Clark,America/Los_Angeles,8.0
915,North Valmy,8224,1814804.2,9,40.8831,-117.1542,NV,Humboldt,America/Los_Angeles,8.0
916,Reid Gardner,2324,1610223.35,9,36.6531,-114.6364,NV,Clark,America/Los_Angeles,8.0
917,Silverhawk,55841,1834555.48,9,36.4078,-114.9603,NV,Clark,America/Los_Angeles,8.0
918,TS Power Plant,56224,1238207.53,9,40.7458,-116.5297,NV,Eureka,America/Los_Angeles,8.0
919,Tracy,2336,3828249.93,9,39.5625,-119.525,NV,Storey,America/Los_Angeles,8.0
920,Tri-Center Naniwa Energy,55494,,9,39.5617,-119.5175,NV,Storey,America/Los_Angeles,8.0
921,Walter M. Higgins III Generating Station,55687,2722063.69,9,35.6139,-115.3561,NV,Clark,America/Los_Angeles,8.0
922,23rd and 3rd,7910,130986.72,2,40.663000000000004,-74.0,NY,Kings,America/New_York,5.0
923,59th Street,2503,215.6,2,40.7711,-73.9911,NY,New York,America/New_York,5.0
924,74th Street,2504,373.94,2,40.768,-73.9515,NY,New York,America/New_York,5.0
925,AG - Energy,10803,,2,44.7258,-75.4417,NY,Saint Lawrence,America/New_York,5.0
926,Allegany Station No. 133,10619,83646.06,2,42.5083,-78.0661,NY,Allegany,America/New_York,5.0
927,Arthur Kill,2490,1745292.25,2,40.5915,-74.2027,NY,Richmond,America/New_York,5.0
928,Astoria Energy,55375,7024803.32,2,40.7825,-73.8964,NY,Queens,America/New_York,5.0
929,Astoria Gas Turbine Power,55243,129982.75,2,40.7864,-73.9133,NY,Queens,America/New_York,5.0
930,Astoria Generating Station,8906,2864583.54,2,40.7869,-73.9122,NY,Queens,America/New_York,5.0
931,Athens Generating Company,55405,5848703.33,2,42.2728,-73.8492,NY,Greene,America/New_York,5.0
932,Batavia Energy,54593,73257.5,2,42.9828,-78.1592,NY,Genesee,America/New_York,5.0
933,Bayswater Peaking Facility,55699,148285.28,2,40.6106,-73.7614,NY,Queens,America/New_York,5.0
934,"Beaver Falls, LLC",10617,4801.41,2,43.8861,-75.4342,NY,Lewis,America/New_York,5.0
935,Bethlehem Energy Center (Albany),2539,3343915.09,2,42.5905,-73.7636,NY,Albany,America/New_York,5.0
936,Bethpage Energy Center,50292,588734.28,2,40.7469,-73.4994,NY,Nassau,America/New_York,5.0
937,Binghamton Cogen Plant,55600,,2,42.1073,-75.9283,NY,Broome,America/New_York,5.0
938,"Black River Generation, LLC",10464,,2,44.0361,-75.7712,NY,Jefferson,America/New_York,5.0
939,Bowline Generating Station,2625,425759.1,2,41.2044,-73.9689,NY,Rockland,America/New_York,5.0
940,Brentwood,7912,75379.23,2,40.787,-73.2933,NY,Suffolk,America/New_York,5.0
941,Brooklyn Navy Yard Cogeneration,54914,1333033.5,2,40.6994,-73.9758,NY,Kings,America/New_York,5.0
942,Caithness Long Island Energy Center,56234,2315551.76,2,40.8142,-72.9403,NY,Suffolk,America/New_York,5.0
943,Carr Street Generating Station,50978,52512.15,2,43.0611,-76.0819,NY,Onondaga,America/New_York,5.0
944,Carthage Energy,10620,24773.54,2,43.9842,-75.6225,NY,Jefferson,America/New_York,5.0
945,"Castleton Power, LLC",10190,147470.06,2,42.5375,-73.7433,NY,Rensselaer,America/New_York,5.0
946,"Cayuga Operating Company, LLC",2535,534010.34,2,42.6028,-76.6336,NY,Tompkins,America/New_York,5.0
947,Cornell University Ithaca Campus,50368,,2,42.4428,-76.4764,NY,Tompkins,America/New_York,5.0
948,Covanta Niagara,50472,,2,43.0839,-79.0056,NY,Niagara,America/New_York,5.0
949,Danskammer Generating Station,2480,303269.36,2,41.573,-73.9646,NY,Orange,America/New_York,5.0
950,E F Barrett,2511,1214492.0,2,40.6169,-73.6486,NY,Nassau,America/New_York,5.0
951,East Hampton Facility,2512,6557.82,2,40.9619,-72.2095,NY,Suffolk,America/New_York,5.0
952,East River,2493,2503163.0,2,40.7281,-73.9742,NY,New York,America/New_York,5.0
953,Edgewood Energy,55786,208329.06,2,40.7861,-73.2931,NY,Suffolk,America/New_York,5.0
954,Empire Generating Company LLC,56259,3796074.1,2,42.6296,-73.749,NY,Rensselaer,America/New_York,5.0
955,Equus  Power I,56032,66433.25,2,40.6447,-73.5683,NY,Nassau,America/New_York,5.0
956,Far Rockaway,2513,158258.5,2,40.6111,-73.7611,NY,Queens,America/New_York,5.0
957,Fortistar North Tonawanda Inc,54131,55698.5,2,43.0483,-78.8539,NY,Niagara,America/New_York,5.0
958,Freeport Power Plant No. 2,2679,49027.75,2,40.6447,-73.5683,NY,Nassau,America/New_York,5.0
959,GMMM Westover,2526,,2,42.1117,-75.9747,NY,Broome,America/New_York,5.0
960,Glenwood,2514,164468.75,2,40.8269,-73.6479,NY,Nassau,America/New_York,5.0
961,Glenwood Landing Energy Center,7869,140703.75,2,40.8275,-73.6478,NY,Nassau,America/New_York,5.0
962,Gowanus Generating Station,2494,40471.0,2,40.6635,-74.0051,NY,Kings,America/New_York,5.0
963,Greenidge Generation LLC,2527,,2,42.6789,-76.9483,NY,Yates,America/New_York,5.0
964,Harlem River Yard,7914,51100.59,2,40.7989,-73.9147,NY,Bronx,America/New_York,5.0
965,"Hawkeye Energy Greenport, LLC",55969,21411.5,2,41.1056,-72.3767,NY,Suffolk,America/New_York,5.0
966,Hell Gate,7913,58836.8,2,40.7988,-73.9093,NY,Bronx,America/New_York,5.0
967,Hillburn,2628,258.75,2,41.1269,-74.1653,NY,Rockland,America/New_York,5.0
968,Holcim US Inc,880043,,2,42.1631,-73.9003,NY,Greene,America/New_York,5.0
969,Holtsville Facility,8007,53416.0,2,40.8153,-73.0664,NY,Suffolk,America/New_York,5.0
970,Hudson Avenue,2496,715.12,2,40.7052,-73.9807,NY,Kings,America/New_York,5.0
971,Huntley Power,2549,739755.99,2,42.97,-78.93,NY,Erie,America/New_York,5.0
972,Indeck-Corinth Energy Center,50458,662862.75,2,43.25,-73.8125,NY,Saratoga,America/New_York,5.0
973,Indeck-Olean Energy Center,54076,134621.75,2,42.0875,-78.4578,NY,Cattaraugus,America/New_York,5.0
974,Indeck-Oswego Energy Center,50450,26160.75,2,43.4682,-76.4965,NY,Oswego,America/New_York,5.0
975,Indeck-Silver Springs Energy Center,50449,67747.0,2,42.6544,-78.0772,NY,Wyoming,America/New_York,5.0
976,Indeck-Yerkes Energy Center,50451,56470.0,2,42.9671,-78.9182,NY,Erie,America/New_York,5.0
977,Independence,54547,5473676.57,2,43.495,-76.4508,NY,Oswego,America/New_York,5.0
978,KIAC Cogeneration,54114,613106.36,2,40.6417,-73.7778,NY,Queens,America/New_York,5.0
979,"Lafarge Building Materials, Inc.",880044,,2,42.4833,-73.8167,NY,Albany,America/New_York,5.0
980,Lehigh Northeast Cement Company,880052,,2,43.3064,-73.6208,NY,Warren,America/New_York,5.0
981,Lockport,54041,190727.0,2,43.1622,-78.7453,NY,Niagara,America/New_York,5.0
982,Massena Energy Facility,54592,4112.19,2,44.9503,-74.8928,NY,Saint Lawrence,America/New_York,5.0
983,Momentive Performance Materials,880024,,2,42.8158,-73.6728,NY,Saratoga,America/New_York,5.0
984,NRG Dunkirk Power,2554,665765.12,2,42.49,-79.35,NY,Chautauqua,America/New_York,5.0
985,Narrows Generating Station,2499,91766.0,2,40.6486,-74.0209,NY,Kings,America/New_York,5.0
986,Nassau Energy Corporation,52056,342795.18,2,40.7259,-73.5885,NY,Nassau,America/New_York,5.0
987,"Niagara Generation, LLC",50202,138482.9,2,43.0804,-79.0082,NY,Niagara,America/New_York,5.0
988,Nissequogue Energy Center,54149,322880.79,2,40.9168,-73.1292,NY,Suffolk,America/New_York,5.0
989,North 1st,7915,51912.34,2,40.7168,-73.9665,NY,Kings,America/New_York,5.0
990,Northport,2516,3526021.5,2,40.9231,-73.3417,NY,Suffolk,America/New_York,5.0
991,Oswego Harbor Power,2594,68515.42,2,43.46,-76.53,NY,Oswego,America/New_York,5.0
992,Pinelawn Power,56188,336409.0,2,40.7358,-73.3881,NY,Suffolk,America/New_York,5.0
993,Poletti 500 MW CC,56196,3199875.8,2,40.7881,-73.9056,NY,Queens,America/New_York,5.0
994,Port Jefferson Energy Center,2517,602429.75,2,40.9503,-73.0786,NY,Suffolk,America/New_York,5.0
995,Pouch Terminal,8053,102124.96,2,40.6188,-74.069,NY,Richmond,America/New_York,5.0
996,"RED-Rochester, LLC-Eastman Business Park",10025,,2,43.1969,-77.6289,NY,Monroe,America/New_York,5.0
997,Ravenswood Generating Station,2500,4631214.89,2,40.7585,-73.9451,NY,Queens,America/New_York,5.0
998,Ravenswood Steam Plant,880100,,2,40.76,-73.75,NY,Queens,America/New_York,5.0
999,Rensselaer Cogen,54034,70125.91,2,42.63,-73.75,NY,Rensselaer,America/New_York,5.0
1000,Richard M Flynn (Holtsville),7314,817460.57,2,40.8153,-73.0644,NY,Suffolk,America/New_York,5.0
1001,Riverbay Corp. - Co-Op City,52168,37562.25,2,40.8697,-73.8258,NY,Bronx,America/New_York,5.0
1002,Roseton Generating LLC,8006,449217.21,2,41.5711,-73.9739,NY,Orange,America/New_York,5.0
1003,S A Carlson,2682,185535.75,2,42.0917,-79.2417,NY,Chautauqua,America/New_York,5.0
1004,"Saranac Power Partners, LP",54574,462748.98,2,44.7132,-73.4557,NY,Clinton,America/New_York,5.0
1005,Selkirk Cogen Partners,10725,1769788.66,2,42.5744,-73.8592,NY,Albany,America/New_York,5.0
1006,Shoemaker,2632,800.5,2,41.4278,-74.4186,NY,Orange,America/New_York,5.0
1007,Shoreham Energy,55787,21868.39,2,40.9572,-72.8664,NY,Suffolk,America/New_York,5.0
1008,Somerset Operating Company  (Kintigh),6082,2194135.3,2,43.3561,-78.6039,NY,Niagara,America/New_York,5.0
1009,Sterling Power Plant,50744,26517.0,2,43.0803,-75.6003,NY,Oneida,America/New_York,5.0
1010,Syracuse Energy Corporation,50651,,2,43.0653,-76.2086,NY,Onondaga,America/New_York,5.0
1011,"Syracuse, LLC",10621,11925.01,2,43.0667,-76.2246,NY,Onondaga,America/New_York,5.0
1012,Ticonderoga Mill,54099,,2,43.8914,-73.3961,NY,Essex,America/New_York,5.0
1013,Vernon Boulevard,7909,74756.72,2,40.7539,-73.9506,NY,Queens,America/New_York,5.0
1014,Wading River Facility,7146,54569.5,2,40.9569,-72.8774,NY,Suffolk,America/New_York,5.0
1015,West Babylon Facility,2521,1915.0,2,40.6953,-73.3497,NY,Suffolk,America/New_York,5.0
1016,AK Steel Corporation - Middletown,880042,,5,39.4968,-84.3901,OH,Butler,America/New_York,5.0
1017,AMP-Ohio Gas Turbines Bowling Green,55262,1318.25,5,41.3989,-83.6411,OH,Wood,America/New_York,5.0
1018,AMP-Ohio Gas Turbines Galion ,55263,1283.0,5,40.7167,-82.789,OH,Crawford,America/New_York,5.0
1019,AMP-Ohio Gas Turbines Napoleon,55264,1249.25,5,41.4077,-84.1092,OH,Henry,America/New_York,5.0
1020,ArcelorMittal Cleveland LLC,10398,,5,41.4739,-81.6728,OH,Cuyahoga,America/New_York,5.0
1021,ArcelorMittal Warren,54207,,5,41.2119,-80.8176,OH,Trumbull,America/New_York,5.0
1022,Ashtabula,2835,305683.71,5,41.9086,-80.7697,OH,Ashtabula,America/New_York,5.0
1023,Avon Lake Power Plant,2836,2756712.85,5,41.5042,-82.05,OH,Lorain,America/New_York,5.0
1024,BP Husky Refining LLC,880030,,5,41.6786,-83.4539,OH,Lucas,America/New_York,5.0
1025,Bay Shore,2878,425551.22,5,41.6925,-83.4375,OH,Lucas,America/New_York,5.0
1026,Cardinal,2828,7916182.09,5,40.2522,-80.6486,OH,Jefferson,America/New_York,5.0
1027,Cargill Incorporated,880039,,5,39.8242,-84.1747,OH,Montgomery,America/New_York,5.0
1028,Conesville,2840,6314707.86,5,40.1842,-81.8811,OH,Coshocton,America/New_York,5.0
1029,Darby Electric Generating Station,55247,77794.17,5,39.7139,-83.1778,OH,Pickaway,America/New_York,5.0
1030,Dresden Energy Facility,55350,2220038.96,5,40.0935,-82.0267,OH,Muskingum,America/New_York,5.0
1031,"Dynegy Dicks Creek, LLC",2831,247.48,5,39.465,-84.3775,OH,Butler,America/New_York,5.0
1032,"Dynegy Hanging Rock II, LLC",55736,8776043.3,5,38.5731,-82.7833,OH,Lawrence,America/New_York,5.0
1033,"Dynegy Washington II, LLC",55397,4397187.3,5,39.5798,-81.6571,OH,Washington,America/New_York,5.0
1034,Eastlake,2837,4868061.56,5,41.6713,-81.4432,OH,Lake,America/New_York,5.0
1035,"Emery Oleochemicals, LLC",880033,,5,39.1792,-84.5053,OH,Hamilton,America/New_York,5.0
1036,Frank M Tait Station,2847,53899.02,5,39.7281,-84.2103,OH,Montgomery,America/New_York,5.0
1037,Fremont Energy Center,55701,2477771.34,5,41.3781,-83.1647,OH,Sandusky,America/New_York,5.0
1038,Gen J M Gavin,8102,18595366.87,5,38.9347,-82.1158,OH,Gallia,America/New_York,5.0
1039,Greenville Electric Gen Station,55228,65407.64,5,40.0747,-84.6147,OH,Darke,America/New_York,5.0
1040,Hamilton Municipal Power Plant,2917,96720.49,5,39.4099,-84.5544,OH,Butler,America/New_York,5.0
1041,J M Stuart,2850,12610597.0,5,38.6361,-83.6939,OH,Adams,America/New_York,5.0
1042,Killen Station,6031,4066542.3,5,38.6903,-83.4803,OH,Adams,America/New_York,5.0
1043,Kyger Creek,2876,5168054.2,5,38.9161,-82.1281,OH,Gallia,America/New_York,5.0
1044,Lake Shore,2838,190026.9,5,41.5356,-81.6419,OH,Cuyahoga,America/New_York,5.0
1045,Lima Refinery,880083,,5,40.7234,-84.1133,OH,Allen,America/New_York,5.0
1046,Mad River,2860,,5,39.9239,-83.8508,OH,Clark,America/New_York,5.0
1047,Madison Generating Station,55110,197357.24,5,39.4522,-84.465,OH,Butler,America/New_York,5.0
1048,Miami Fort Power Station,2832,9007809.79,5,39.1131,-84.8031,OH,Hamilton,America/New_York,5.0
1049,Muskingum River,2872,1890167.87,5,39.5908,-81.6797,OH,Washington,America/New_York,5.0
1050,Niles,2861,56994.94,5,41.1667,-80.75,OH,Trumbull,America/New_York,5.0
1051,O H Hutchings,2848,59524.17,5,39.6094,-84.2931,OH,Montgomery,America/New_York,5.0
1052,Omega JV2 Bowling Green,7783,3573.5,5,41.3883,-83.6406,OH,Wood,America/New_York,5.0
1053,Omega JV2 Hamilton,7782,1739.75,5,39.3528,-84.5183,OH,Butler,America/New_York,5.0
1054,P H Glatfelter Company - Chillicothe Fac,10244,,5,39.3265,-82.9744,OH,Ross,America/New_York,5.0
1055,Picway,2843,4053.89,5,39.7933,-83.0097,OH,Pickaway,America/New_York,5.0
1056,Procter & Gamble Company - Ivorydale,880028,,5,39.1756,-84.5022,OH,Hamilton,America/New_York,5.0
1057,R E Burger,2864,,5,39.9094,-80.7608,OH,Belmont,America/New_York,5.0
1058,Richland Peaking Station,2880,173198.16,5,41.3033,-84.3386,OH,Defiance,America/New_York,5.0
1059,Robert P Mone,7872,83843.15,5,40.9297,-84.7392,OH,Van Wert,America/New_York,5.0
1060,Rolling Hills Generating LLC,55401,139492.28,5,39.0839,-82.3328,OH,Vinton,America/New_York,5.0
1061,Smart Papers LLC,50247,,5,39.4086,-84.5622,OH,Butler,America/New_York,5.0
1062,Tait Electric Generating Station,55248,101813.24,5,39.7286,-84.2106,OH,Montgomery,America/New_York,5.0
1063,The Ohio State University,50044,,5,40.0008,-83.0158,OH,Franklin,America/New_York,5.0
1064,"Troy Energy, LLC",55348,93068.37,5,41.4774,-83.4616,OH,Wood,America/New_York,5.0
1065,W H Sammis,2866,9806974.35,5,40.5308,-80.6311,OH,Jefferson,America/New_York,5.0
1066,W H Zimmer Generating Station,6019,5273005.24,5,38.8689,-84.2286,OH,Clermont,America/New_York,5.0
1067,Walter C Beckjord Generating Station,2830,3563247.49,5,38.9917,-84.2981,OH,Clermont,America/New_York,5.0
1068,Waterford Plant,55503,5166763.19,5,39.5314,-81.7172,OH,Washington,America/New_York,5.0
1069,West Lorain,2869,217907.49,5,41.4297,-82.2633,OH,Lorain,America/New_York,5.0
1070,Woodsdale,7158,18470.16,5,39.4492,-84.4611,OH,Butler,America/New_York,5.0
1071,Anadarko,3006,36898.45,6,35.0847,-98.23,OK,Caddo,America/Chicago,6.0
1072,Chouteau Power Plant,7757,3300744.29,6,36.2206,-95.2756,OK,Mayes,America/Chicago,6.0
1073,Comanche (8059),8059,617246.26,6,34.5431,-98.3244,OK,Comanche,America/Chicago,6.0
1074,Grand River Dam Authority,165,5437272.51,6,36.1906,-95.2889,OK,Mayes,America/Chicago,6.0
1075,"Green Country Energy, LLC",55146,3981270.32,6,35.9833,-95.9346,OK,Tulsa,America/Chicago,6.0
1076,Horseshoe Lake,2951,1164404.99,6,35.5089,-97.1789,OK,Oklahoma,America/Chicago,6.0
1077,Hugo,6772,2703013.26,6,34.0158,-95.3206,OK,Choctaw,America/Chicago,6.0
