,Facility Name,orispl_code,Gross Load (MW-h),EPA Region,latitude,longitude,State,County,timezone,time_offset
0,AMEA Sylacauga Plant,56018,8237.0,4,33.1661,-86.2825,AL,Talladega,America/Chicago,6.0
1,Ascend (Decatur Plant),880041,,4,34.6339,-87.0244,AL,Morgan,America/Chicago,6.0
2,Barry,3,14132317.25,4,31.0069,-88.0103,AL,Mobile,America/Chicago,6.0
3,Calhoun Energy Center,55409,191515.35,4,33.5883,-85.9731,AL,Calhoun,America/Chicago,6.0
4,Charles R Lowman,56,2119928.08,4,31.4858,-87.9106,AL,Washington,America/Chicago,6.0
5,Colbert,47,3686968.83,4,34.7439,-87.8486,AL,Colbert,America/Chicago,6.0
6,Decatur Energy Center,55292,3289365.33,4,34.6292,-87.0214,AL,Morgan,America/Chicago,6.0
7,E B Harris Generating Plant,7897,6663291.25,4,32.3814,-86.5736,AL,Autauga,America/Chicago,6.0
8,E C Gaston,26,8757199.0,4,33.2442,-86.4567,AL,Shelby,America/Chicago,6.0
9,Gadsden,7,,4,34.0128,-85.9708,AL,Etowah,America/Chicago,6.0
10,Gorgas,8,3357289.25,4,33.6446,-87.2003,AL,Walker,America/Chicago,6.0
11,Greene County,10,2270301.5,4,32.6017,-87.7811,AL,Greene,America/Chicago,6.0
12,Hillabee Energy Center,55411,3279353.29,4,33.0,-85.9031,AL,Tallapoosa,America/Chicago,6.0
13,Hog Bayou Energy Center,55241,1143568.55,4,30.7478,-88.0575,AL,Mobile,America/Chicago,6.0
14,"Indorama Ventures Xylenes and PTA, LLC",880075,,4,34.64,-87.0583,AL,Morgan,America/Chicago,6.0
15,International Paper-Courtland Mill,50245,74235.62,4,34.735,-87.3108,AL,Lawrence,America/Chicago,6.0
16,International Paper-Prattville Mill,52140,,4,32.4167,-86.4667,AL,Autauga,America/Chicago,6.0
17,International Paper-Riverdale Mill,54096,101627.37,4,32.425,-86.8694,AL,Dallas,America/Chicago,6.0
18,James H Miller Jr,6002,18831544.0,4,33.6319,-87.0597,AL,Jefferson,America/Chicago,6.0
19,McIntosh (7063),7063,179544.52,4,31.2546,-88.0299,AL,Washington,America/Chicago,6.0
20,McWilliams,533,2144169.57,4,31.4001,-86.4767,AL,Covington,America/Chicago,6.0
21,"MeadWestvaco Coated Board, LLC",54802,73365.58,4,32.175,-85.0311,AL,Russell,America/Chicago,6.0
22,Morgan Energy Center,55293,4199397.5,4,34.6397,-87.0639,AL,Morgan,America/Chicago,6.0
23,Plant H. Allen Franklin,7710,11136697.0,4,32.6094,-85.0961,AL,Lee,America/New_York,5.0
24,Resolute FP - Coosa Pines Mill,54216,,4,33.3278,-86.3583,AL,Talladega,America/Chicago,6.0
25,SABIC Innovative Plastics - Burkville,7698,912079.0,4,32.3102,-86.5242,AL,Lowndes,America/Chicago,6.0
26,Tenaska Central Alabama Gen Station,55440,6209991.7,4,32.6503,-86.7386,AL,Autauga,America/Chicago,6.0
27,Tenaska Lindsay Hill Generating Station,55271,3006292.64,4,32.6514,-86.7386,AL,Autauga,America/Chicago,6.0
28,Theodore Cogeneration,7721,1894337.5,4,30.5248,-88.1289,AL,Mobile,America/Chicago,6.0
29,US Steel (Fairfield Works),50730,,4,33.4833,-86.9261,AL,Jefferson,America/Chicago,6.0
30,Walton Discover Power Facility,55138,17681.22,4,32.5412,-85.0384,AL,Lee,America/New_York,5.0
31,Washington County Cogen (Olin),7697,1227368.5,4,31.2622,-88.0052,AL,Washington,America/Chicago,6.0
32,Widows Creek,50,4791280.75,4,34.8825,-85.7547,AL,Jackson,America/Chicago,6.0
33,Carl Bailey,202,,6,35.2597,-91.3631,AR,Woodruff,America/Chicago,6.0
34,Cecil Lynch,167,3466.56,6,34.7535,-92.1987,AR,Pulaski,America/Chicago,6.0
35,City Water & Light - City of Jonesboro,56505,171833.0,6,35.8481,-90.7257,AR,Craighead,America/Chicago,6.0
36,Dell Power Plant,55340,721042.9,6,35.8619,-90.0253,AR,Mississippi,America/Chicago,6.0
37,Flint Creek Power Plant,6138,4015502.98,6,36.2561,-94.5241,AR,Benton,America/Chicago,6.0
38,Fulton,7825,54428.2,6,33.6094,-93.7924,AR,Hempstead,America/Chicago,6.0
39,Hamilton Moses,168,,6,34.9806,-90.8722,AR,Saint Francis,America/Chicago,6.0
40,Harry D. Mattison Power Plant,56328,104663.54,6,36.1855,-94.2841,AR,Washington,America/Chicago,6.0
41,Harvey Couch,169,,6,33.3592,-93.4649,AR,Lafayette,America/Chicago,6.0
42,Hot Spring  Energy Facility,55418,537621.17,6,34.2963,-92.8683,AR,Hot Spring,America/Chicago,6.0
43,Independence,6641,10898693.96,6,35.6733,-91.4083,AR,Independence,America/Chicago,6.0
44,John W. Turk Jr. Power Plant,56564,205317.07,6,33.6497,-93.8119,AR,Hempstead,America/Chicago,6.0
45,Lake Catherine,170,655183.69,6,34.4341,-92.9046,AR,Hot Spring,America/Chicago,6.0
46,Magnet Cove Generating Station,55714,2824540.66,6,34.4304,-92.8333,AR,Hot Spring,America/Chicago,6.0
47,McClellan,203,,6,33.5648,-92.7917,AR,Ouachita,America/Chicago,6.0
48,Oswald Generating Station,55221,369025.83,6,34.5923,-92.2166,AR,Pulaski,America/Chicago,6.0
49,Pine Bluff Energy Center,55075,2105813.74,6,34.2181,-91.9025,AR,Jefferson,America/Chicago,6.0
50,Plum Point Energy Station,56456,4763442.89,6,35.6626,-89.9469,AR,Mississippi,America/Chicago,6.0
51,Robert E Ritchie,173,,6,34.4629,-90.5987,AR,Phillips,America/Chicago,6.0
52,Thomas Fitzhugh,201,117362.29,6,35.4617,-93.8053,AR,Franklin,America/Chicago,6.0
53,Union Power Station,55380,8995217.87,6,33.2961,-92.5933,AR,Union,America/Chicago,6.0
54,White Bluff,6009,9920444.93,6,34.4236,-92.1392,AR,Jefferson,America/Chicago,6.0
55,APS Saguaro Power Plant,118,14620.44,9,32.5517,-111.3,AZ,Pinal,America/Phoenix,7.0
56,APS West Phoenix Power Plant,117,2144333.78,9,33.4417,-112.1583,AZ,Maricopa,America/Phoenix,7.0
57,Agua Fria Generating Station,141,68081.33,9,33.5542,-112.2161,AZ,Maricopa,America/Phoenix,7.0
58,Apache Station,160,1835195.92,9,32.0619,-109.8931,AZ,Cochise,America/Phoenix,7.0
59,Arlington Valley Energy Facility,55282,1795195.82,9,33.3417,-112.8897,AZ,Maricopa,America/Phoenix,7.0
60,Black Mountain Generating Station,56482,77046.7,9,35.0361,-114.1594,AZ,Mohave,America/Phoenix,7.0
61,Cholla,113,7702659.35,9,34.9394,-110.3033,AZ,Navajo,America/Phoenix,7.0
62,Coolidge Generating Station,56948,320751.25,9,32.9175,-111.5041,AZ,Pinal,America/Phoenix,7.0
63,Coronado Generating Station,6177,6311242.66,9,34.5778,-109.2717,AZ,Apache,America/Phoenix,7.0
64,De Moss Petrie Generating Station,124,6599.24,9,32.2511,-110.9889,AZ,Pima,America/Phoenix,7.0
65,Desert Basin Generating Station,55129,1158150.9,9,32.9042,-111.7889,AZ,Pinal,America/Phoenix,7.0
66,Gila River Power Station,55306,5670940.54,9,32.9761,-112.694,AZ,Maricopa,America/Phoenix,7.0
67,Griffith Energy Project,55124,1640807.83,9,35.0517,-114.1334,AZ,Mohave,America/Phoenix,7.0
68,Irvington Generating Station,126,868150.42,9,32.16,-110.9047,AZ,Pima,America/Phoenix,7.0
69,Kyrene Generating Station,147,1173109.69,9,33.3544,-111.9364,AZ,Maricopa,America/Phoenix,7.0
70,Mesquite Generating Station,55481,6094916.3,9,33.3451,-112.8638,AZ,Maricopa,America/Phoenix,7.0
71,Navajo Generating Station,4941,17364176.61,9,36.9047,-111.3886,AZ,Coconino,America/Denver,7.0
72,"New Harquahala Generating Company, LLC",55372,944286.89,9,33.4759,-113.1133,AZ,Maricopa,America/Phoenix,7.0
73,Ocotillo Power Plant,116,76265.28,9,33.4225,-111.9122,AZ,Maricopa,America/Phoenix,7.0
74,Redhawk Generating Facility,55455,4840573.33,9,33.33,-112.84,AZ,Maricopa,America/Phoenix,7.0
75,Santan,8068,2606404.75,9,33.3333,-111.751,AZ,Maricopa,America/Phoenix,7.0
76,"South Point Energy Center, LLC",55177,1442555.53,9,34.8678,-114.5317,AZ,Mohave,America/Phoenix,7.0
77,Springerville Generating Station,8223,11244281.34,9,34.3186,-109.1636,AZ,Apache,America/Phoenix,7.0
78,Sundance Power Plant,55522,137781.84,9,32.9285,-111.5899,AZ,Pinal,America/Phoenix,7.0
79,Yucca Power Plant,120,245273.08,9,32.7214,-114.7097,AZ,Yuma,America/Phoenix,7.0
80,AES Alamitos,315,1533955.0,9,33.7688,-118.1009,CA,Los Angeles,America/Los_Angeles,8.0
81,AES Huntington Beach,335,1202987.0,9,33.6436,-117.9788,CA,Orange,America/Los_Angeles,8.0
82,AES Redondo Beach,356,587671.0,9,33.8504,-118.395,CA,Los Angeles,America/Los_Angeles,8.0
83,Agua Mansa Power,55951,45881.25,9,34.0414,-117.3603,CA,San Bernardino,America/Los_Angeles,8.0
84,Almond Power Plant,7315,144769.47,9,37.5739,-120.9854,CA,Stanislaus,America/Los_Angeles,8.0
85,Anaheim Combustion Turbine,7693,66104.5,9,33.8539,-117.8561,CA,Orange,America/Los_Angeles,8.0
86,Barre Generating Station,56474,27403.16,9,33.8073,-117.9833,CA,Orange,America/Los_Angeles,8.0
87,Blythe Energy,55295,1175861.43,9,33.6157,-114.6865,CA,Riverside,America/Los_Angeles,8.0
88,Broadway,420,134367.33,9,34.1263,-118.1494,CA,Los Angeles,America/Los_Angeles,8.0
89,Cabrillo Power I Encina Power Station,302,1507406.21,9,33.1408,-117.3342,CA,San Diego,America/Los_Angeles,8.0
90,CalPeak Power - Border,55510,17057.28,9,32.5622,-116.9433,CA,San Diego,America/Los_Angeles,8.0
91,CalPeak Power - Enterprise,55513,17866.16,9,33.1221,-117.117,CA,San Diego,America/Los_Angeles,8.0
92,CalPeak Power - Panoche,55508,9150.84,9,36.6531,-120.5797,CA,Fresno,America/Los_Angeles,8.0
93,CalPeak Power - Vaca Dixon,55499,11797.53,9,38.3989,-121.9239,CA,Solano,America/Los_Angeles,8.0
94,"Calpine Gilroy Cogen, LP",10034,248469.57,9,37.0001,-121.5367,CA,Santa Clara,America/Los_Angeles,8.0
95,Calpine Sutter Energy Center,55112,1334052.81,9,39.0531,-121.6939,CA,Sutter,America/Los_Angeles,8.0
96,Canyon Power Plant,57027,106271.68,9,33.8581,-117.8616,CA,Orange,America/Los_Angeles,8.0
97,Carson Cogeneration,7527,405959.3,9,38.4461,-121.4614,CA,Sacramento,America/Los_Angeles,8.0
98,Carson Cogeneration Company,10169,425212.97,9,33.8759,-118.2491,CA,Los Angeles,America/Los_Angeles,8.0
99,Center Generating Station,56475,26798.05,9,33.9297,-118.1047,CA,Los Angeles,America/Los_Angeles,8.0
100,Chula Vista Energy Center,55540,2535.08,9,32.5914,-117.0586,CA,San Diego,America/Los_Angeles,8.0
101,Coalinga Cogeneration Facility,50131,281688.78,9,36.1807,-120.3885,CA,Fresno,America/Los_Angeles,8.0
102,Colusa Generating Station,56532,2734378.75,9,39.3648,-122.26799999999999,CA,Colusa,America/Los_Angeles,8.0
103,Contra Costa Generating Station,228,145107.75,9,38.0184,-121.76100000000001,CA,Contra Costa,America/Los_Angeles,8.0
104,Coolwater Generating Station,329,516162.63,9,34.8622,-116.854,CA,San Bernardino,America/Los_Angeles,8.0
105,Cosumnes Power Plant,55970,3728086.61,9,38.3383,-121.1239,CA,Sacramento,America/Los_Angeles,8.0
106,Creed Energy Center,55625,11008.05,9,38.2419,-121.8551,CA,Solano,America/Los_Angeles,8.0
107,Cuyamaca Peak Energy,55512,48012.28,9,32.7971,-116.97200000000001,CA,San Diego,America/Los_Angeles,8.0
108,"Delta Energy Center, LLC",55333,5875450.09,9,38.0167,-121.8439,CA,Contra Costa,America/Los_Angeles,8.0
109,Donald Von Raesfeld,56026,941927.65,9,37.3767,-121.9508,CA,Santa Clara,America/Los_Angeles,8.0
110,El Cajon Energy Center,57001,45145.6,9,32.7971,-116.97200000000001,CA,San Diego,America/Los_Angeles,8.0
111,El Centro,389,991152.38,9,32.8022,-115.54,CA,Imperial,America/Los_Angeles,8.0
112,El Segundo,330,636854.5,9,33.9106,-118.425,CA,Los Angeles,America/Los_Angeles,8.0
113,Elk Hills Power,55400,3554823.81,9,35.2802,-119.4699,CA,Kern,America/Los_Angeles,8.0
114,"Escondido Energy Center, LLC",55538,1427.36,9,33.1261,-117.1172,CA,San Diego,America/Los_Angeles,8.0
115,Etiwanda Generating Station,331,272667.66,9,34.0911,-117.5256,CA,San Bernardino,America/Los_Angeles,8.0
116,Feather River Energy Center,55847,38716.33,9,39.1088,-121.6133,CA,Sutter,America/Los_Angeles,8.0
117,"Fresno Cogeneration Partners, LP",10156,19934.04,9,36.6183,-120.1,CA,Fresno,America/Los_Angeles,8.0
118,Gateway Generating Station,56476,3271275.32,9,38.0167,-121.7592,CA,Contra Costa,America/Los_Angeles,8.0
119,"Gilroy Energy Center, LLC",55810,70441.66,9,36.999,-121.5363,CA,Santa Clara,America/Los_Angeles,8.0
120,"Gilroy Energy Center, LLC for King City",10294,12569.36,9,36.225,-121.1278,CA,Monterey,America/Los_Angeles,8.0
121,Glenarm,422,79621.64,9,34.1256,-118.1474,CA,Los Angeles,America/Los_Angeles,8.0
122,Goose Haven Energy Center,55627,10678.48,9,38.2271,-121.844,CA,Solano,America/Los_Angeles,8.0
123,Grapeland Generating Station,56472,23102.09,9,34.09,-117.53399999999999,CA,San Bernardino,America/Los_Angeles,8.0
124,Grayson Power Plant,377,148592.74,9,34.1556,-118.2782,CA,Los Angeles,America/Los_Angeles,8.0
125,Greenleaf One,10350,59512.2,9,39.0536,-121.6942,CA,Sutter,America/Los_Angeles,8.0
126,Hanford Energy Park Peaker,55698,79697.5,9,36.2689,-119.6469,CA,Kings,America/Los_Angeles,8.0
127,Harbor Generating Station,399,130444.56,9,33.7691,-118.2662,CA,Los Angeles,America/Los_Angeles,8.0
128,Haynes Generating Station,400,3202015.09,9,33.7639,-118.0942,CA,Los Angeles,America/Los_Angeles,8.0
129,Henrietta Peaker Plant,55807,39935.75,9,36.2397,-119.9044,CA,Kings,America/Los_Angeles,8.0
130,High Desert Power Project,55518,3214932.44,9,34.5953,-117.3647,CA,San Bernardino,America/Los_Angeles,8.0
131,Indigo Generation Facility,55541,64982.03,9,33.9114,-116.5533,CA,Riverside,America/Los_Angeles,8.0
132,Inland Empire Energy Center,55853,3630085.51,9,33.7393,-117.1701,CA,Riverside,America/Los_Angeles,8.0
133,Kingsburg Cogen Facility,10405,29258.68,9,36.547,-119.57799999999999,CA,Fresno,America/Los_Angeles,8.0
134,La Paloma Generating Plant,55151,5634363.39,9,35.2956,-119.5919,CA,Kern,America/Los_Angeles,8.0
135,Lake,7987,12415.57,9,34.1775,-118.3147,CA,Los Angeles,America/Los_Angeles,8.0
136,Lambie Energy Center,55626,10259.78,9,38.2216,-121.8683,CA,Solano,America/Los_Angeles,8.0
137,Larkspur Energy Faciity,55542,71738.83,9,32.5672,-116.9444,CA,San Diego,America/Los_Angeles,8.0
138,Lodi Energy Center,57978,113780.81,9,38.088,-121.3867,CA,San Joaquin,America/Los_Angeles,8.0
139,Long Beach Generating Station,341,101504.77,9,33.7641,-118.2248,CA,Los Angeles,America/Los_Angeles,8.0
140,Los Esteros Critical Energy Facility,55748,,9,37.425,-121.9319,CA,Santa Clara,America/Los_Angeles,8.0
141,"Los Medanos Energy Center, LLC",55217,3997648.54,9,38.03,-121.8708,CA,Contra Costa,America/Los_Angeles,8.0
142,Magnolia,56046,1472945.36,9,34.1788,-118.3153,CA,Los Angeles,America/Los_Angeles,8.0
143,Malaga Power,56239,120274.28,9,36.6894,-119.7399,CA,Fresno,America/Los_Angeles,8.0
144,Malburg Generating Station,56041,725920.44,9,33.9983,-118.2219,CA,Los Angeles,America/Los_Angeles,8.0
145,Mandalay Generating Station,345,226409.27,9,34.2072,-119.2511,CA,Ventura,America/Los_Angeles,8.0
146,Mariposa Energy Project,57483,18474.54,9,37.7965,-121.6049,CA,Alameda,America/Los_Angeles,8.0
147,McGrath Generating Station,56471,1153.34,9,34.2054,-119.2478,CA,Ventura,America/Los_Angeles,8.0
148,Metcalf Energy Center,55393,2867135.43,9,37.2169,-121.7439,CA,Santa Clara,America/Los_Angeles,8.0
149,Midway Peaking,56639,30102.26,9,36.654,-120.5797,CA,Fresno,America/Los_Angeles,8.0
150,Mira Loma Generating Station,56473,23238.38,9,34.0054,-117.5604,CA,San Bernardino,America/Los_Angeles,8.0
151,Miramar Energy Facility,56232,184411.6,9,32.8769,-117.1664,CA,San Diego,America/Los_Angeles,8.0
152,"Morro Bay Power Plant, LLC",259,218225.57,9,35.3747,-120.8578,CA,San Luis Obispo,America/Los_Angeles,8.0
153,Moss Landing,260,5189533.83,9,36.8042,-121.7775,CA,Monterey,America/Los_Angeles,8.0
154,Mountainview Generating Station,358,6878235.77,9,34.0836,-117.2408,CA,San Bernardino,America/Los_Angeles,8.0
155,NCPA Combustion Turbine Project #2,7449,2394.9,9,38.088,-121.3871,CA,San Joaquin,America/Los_Angeles,8.0
156,Niland Gas Turbine Plant,56569,75461.34,9,33.2432,-115.49799999999999,CA,Imperial,America/Los_Angeles,8.0
157,North Island,10812,,9,32.705,-117.189,CA,San Diego,America/Los_Angeles,8.0
158,Olive,6013,4021.91,9,34.1775,-118.3147,CA,Los Angeles,America/Los_Angeles,8.0
159,Orange Grove Project,56914,97171.33,9,33.359,-117.111,CA,San Diego,America/Los_Angeles,8.0
160,Ormond Beach Generating Station,350,255894.3,9,34.1292,-119.1689,CA,Ventura,America/Los_Angeles,8.0
161,"Otay Mesa Energy Center, LLC",55345,3960799.19,9,32.5733,-116.9153,CA,San Diego,America/Los_Angeles,8.0
162,Palomar Energy Center,55985,2842541.72,9,33.1192,-117.118,CA,San Diego,America/Los_Angeles,8.0
163,Panoche Energy Center,56803,317940.4,9,36.6513,-120.5833,CA,Fresno,America/Los_Angeles,8.0
164,Pastoria Energy Facility,55656,4530796.22,9,34.9556,-118.844,CA,Kern,America/Los_Angeles,8.0
165,Pittsburg Generating Station (CA),271,242664.25,9,38.0392,-121.89399999999999,CA,Contra Costa,America/Los_Angeles,8.0
166,Redding Power Plant,7307,53427.5,9,40.5083,-122.4253,CA,Shasta,America/Los_Angeles,8.0
167,Ripon Generation Station,56135,29260.63,9,37.7315,-121.116,CA,Stanislaus,America/Los_Angeles,8.0
168,Riverside Energy Resource Center,56143,81255.5,9,33.9636,-117.4528,CA,Riverside,America/Los_Angeles,8.0
169,Riverview Energy Center,55963,20050.41,9,38.0145,-121.7901,CA,Contra Costa,America/Los_Angeles,8.0
170,Roseville Energy Park,56298,593818.49,9,38.7926,-121.3823,CA,Placer,America/Los_Angeles,8.0
171,SCA Cogen II,7551,740465.76,9,38.5306,-121.399,CA,Sacramento,America/Los_Angeles,8.0
172,Sacramento Power Authority Cogen,7552,606916.19,9,38.510999999999996,-121.4735,CA,Sacramento,America/Los_Angeles,8.0
173,Salinas River Cogeneration Facility,50865,286559.43,9,35.9515,-120.8679,CA,Monterey,America/Los_Angeles,8.0
174,Sargent Canyon Cogen Facility,50864,262964.05,9,35.9359,-120.8405,CA,Monterey,America/Los_Angeles,8.0
175,Scattergood Generating Station,404,1172904.06,9,33.9175,-118.4258,CA,Los Angeles,America/Los_Angeles,8.0
176,Sunrise Power Company,55182,2249175.7,9,35.2097,-119.585,CA,Kern,America/Los_Angeles,8.0
177,Tracy Combined Cycle Power Plant,55933,225521.5,9,37.7107,-121.4906,CA,San Joaquin,America/Los_Angeles,8.0
178,Valley Generating Station,408,3321461.45,9,34.2481,-118.3903,CA,Los Angeles,America/Los_Angeles,8.0
179,Walnut Energy Center,56078,1506462.09,9,37.4878,-120.8956,CA,Stanislaus,America/Los_Angeles,8.0
180,"Wellhead Power Gates, LLC",55875,2639.6,9,36.1522,-120.1481,CA,Fresno,America/Los_Angeles,8.0
181,Wolfskill Energy Center,55855,17834.39,9,38.2282,-122.07600000000001,CA,Solano,America/Los_Angeles,8.0
182,Woodland Generation Station,7266,394466.44,9,37.6528,-121.0172,CA,Stanislaus,America/Los_Angeles,8.0
183,Yuba City Energy Center,10349,47566.38,9,39.1365,-121.6397,CA,Sutter,America/Los_Angeles,8.0
184,Arapahoe,465,875204.66,8,39.67,-105.0028,CO,Denver,America/Denver,7.0
185,Arapahoe Combustion Turbine Facility,55200,97918.01,8,39.6692,-105.0018,CO,Denver,America/Denver,7.0
186,Blue Spruce Energy Center,55645,156227.13,8,39.7436,-104.68,CO,Adams,America/Denver,7.0
187,Brush Power Projects,10682,33642.08,8,40.2415,-103.631,CO,Morgan,America/Denver,7.0
188,Cherokee,469,3347122.16,8,39.8078,-104.9648,CO,Adams,America/Denver,7.0
189,Comanche (470),470,9925586.35,8,38.2081,-104.5747,CO,Pueblo,America/Denver,7.0
190,Craig,6021,9874824.79,8,40.4627,-107.5912,CO,Moffat,America/Denver,7.0
191,Fort St. Vrain,6112,3509026.04,8,40.2461,-104.8742,CO,Weld,America/Denver,7.0
192,Fountain Valley Power Plant,55453,251628.65,8,38.5569,-104.6875,CO,El Paso,America/Denver,7.0
193,Frank Knutson Station,55505,9887.2,8,39.9414,-104.6817,CO,Adams,America/Denver,7.0
194,Front Range Power Plant,55283,1355026.91,8,38.6281,-104.7069,CO,El Paso,America/Denver,7.0
195,Hayden,525,2702808.92,8,40.4856,-107.185,CO,Routt,America/Denver,7.0
196,J M Shafer,50707,624436.08,8,40.0979,-104.7745,CO,Weld,America/Denver,7.0
197,Lamar,508,,8,38.0921,-102.6148,CO,Prowers,America/Denver,7.0
198,Limon Generating Station,55504,143499.27,8,39.2038,-103.7005,CO,Lincoln,America/Denver,7.0
199,Manchief Generating Station,55127,178921.27,8,40.2201,-103.679,CO,Morgan,America/Denver,7.0
200,Martin Drake,492,1523702.26,8,38.8244,-104.8331,CO,El Paso,America/Denver,7.0
201,Nucla,527,628041.18,8,38.2387,-108.5083,CO,Montrose,America/Denver,7.0
202,Pawnee,6248,3480731.02,8,40.2217,-103.6803,CO,Morgan,America/Denver,7.0
203,Pueblo Airport Generating Station,56998,606712.2,8,38.321999999999996,-104.53299999999999,CO,Pueblo,America/Denver,7.0
204,Rawhide Energy Station,6761,2335484.58,8,40.8611,-105.0206,CO,Larimer,America/Denver,7.0
205,Ray D Nixon,8219,1620995.03,8,38.6306,-104.7056,CO,El Paso,America/Denver,7.0
206,Rocky Mountain Energy Center,55835,2534688.96,8,40.0911,-104.5947,CO,Weld,America/Denver,7.0
207,Spindle Hill Energy Center,56445,287553.47,8,40.0914,-104.8819,CO,Weld,America/Denver,7.0
208,Valmont,477,1077964.11,8,40.0195,-105.20200000000001,CO,Boulder,America/Denver,7.0
209,Valmont Combustion Turbine Facility,55207,1562.66,8,40.0197,-105.20200000000001,CO,Boulder,America/Denver,7.0
210,Zuni,478,,8,39.7369,-105.0169,CO,Denver,America/Denver,7.0
211,Alfred L Pierce Generating Station,6635,6636.34,1,41.4485,-72.834,CT,New Haven,America/New_York,5.0
212,"Algonquin Power Windsor Locks, LLC",10567,90458.75,1,41.9227,-72.6255,CT,Hartford,America/New_York,5.0
213,Branford,540,140.71,1,41.2925,-72.7942,CT,New Haven,America/New_York,5.0
214,Bridgeport Energy,55042,2965766.4,1,41.1692,-73.1844,CT,Fairfield,America/New_York,5.0
215,Bridgeport Harbor Station,568,129490.79,1,41.1706,-73.1843,CT,Fairfield,America/New_York,5.0
216,Capitol District Energy Center,50498,25409.27,1,41.7639,-72.6925,CT,Hartford,America/New_York,5.0
217,Cos Cob,542,1280.55,1,41.0289,-73.5989,CT,Fairfield,America/New_York,5.0
218,Devon,544,7340.27,1,41.2083,-73.1092,CT,New Haven,America/New_York,5.0
219,EmpireCo Sterling Energy Facility,50736,,1,41.7132,-71.8223,CT,Windham,America/New_York,5.0
220,Franklin Drive,561,97.06,1,41.7994,-73.1156,CT,Litchfield,America/New_York,5.0
221,Fusion Paperboard Connecticut LLC,54657,,1,41.6242,-72.0417,CT,New London,America/New_York,5.0
222,Kleen Energy Systems Project,56798,4184459.2,1,41.5526,-72.597,CT,Middlesex,America/New_York,5.0
223,Lake Road Generating Company,55149,3036442.08,1,41.8736,-71.8947,CT,Windham,America/New_York,5.0
224,Middletown,562,195951.31,1,41.5544,-72.5793,CT,Middlesex,America/New_York,5.0
225,Milford Power Company LLC,55126,3739705.59,1,41.2239,-73.1,CT,New Haven,America/New_York,5.0
226,Montville,546,31752.46,1,41.4281,-72.1019,CT,New London,America/New_York,5.0
227,New Haven Harbor,6156,146586.03,1,41.2836,-72.9042,CT,New Haven,America/New_York,5.0
228,Norwalk Harbor Station,548,25749.4,1,41.0732,-73.4098,CT,Fairfield,America/New_York,5.0
229,Norwich,581,42.62,1,41.5269,-72.0631,CT,New London,America/New_York,5.0
230,Pfizer,54236,,1,41.3319,-72.0792,CT,New London,America/New_York,5.0
231,"Pratt & Whitney, East Hartford",54605,47967.87,1,41.75,-72.6347,CT,Hartford,America/New_York,5.0
232,South Meadow Station,563,1609.93,1,41.7495,-72.6524,CT,Hartford,America/New_York,5.0
233,Torrington Terminal,565,168.32,1,41.7761,-73.1219,CT,Litchfield,America/New_York,5.0
234,Tunnel,557,33.09,1,41.5553,-72.0419,CT,New London,America/New_York,5.0
235,"Wallingford Energy, LLC",55517,115784.66,1,41.4486,-72.8358,CT,New Haven,America/New_York,5.0
236,Waterbury Generation,56629,43428.83,1,41.5444,-73.0416,CT,New Haven,America/New_York,5.0
237,"Waterside Power, LLC",56189,,1,41.0372,-73.5564,CT,Fairfield,America/New_York,5.0
238,Benning Generation Station,603,2910.69,3,38.8994,-76.9592,DC,District of Columbia,America/New_York,5.0
239,GSA Central Heating,880004,,3,38.8856,-77.0244,DC,District of Columbia,America/New_York,5.0
240,Christiana Substation,591,185.7,3,39.7302,-75.5371,DE,New Castle,America/New_York,5.0
241,Delaware City,592,71.5,3,39.5959,-75.6324,DE,New Castle,America/New_York,5.0
242,Delaware City Refinery,52193,,3,39.5936,-75.6337,DE,New Castle,America/New_York,5.0
243,Edge Moor,593,1153734.03,3,39.7372,-75.5033,DE,New Castle,America/New_York,5.0
244,Hay Road,7153,3534668.23,3,39.7436,-75.5072,DE,New Castle,America/New_York,5.0
245,Indian River,594,1607838.27,3,38.5857,-75.2341,DE,Sussex,America/New_York,5.0
246,McKee Run,599,25470.86,3,39.1748,-75.5455,DE,Kent,America/New_York,5.0
247,NRG Energy Center Dover,10030,37524.06,3,39.1467,-75.5461,DE,Kent,America/New_York,5.0
248,Van Sant,7318,719.3,3,39.15,-75.5466,DE,Kent,America/New_York,5.0
249,Warren F. Sam Beasley Pwr Station,7962,13245.21,3,39.2798,-75.6246,DE,Kent,America/New_York,5.0
250,West Substation,597,40.4,3,39.7283,-75.6289,DE,New Castle,America/New_York,5.0
251,Anclote,8048,1839647.04,4,28.1844,-82.7887,FL,Pasco,America/New_York,5.0
252,Arvah B Hopkins,688,1478683.79,4,30.4522,-84.4,FL,Leon,America/New_York,5.0
253,Auburndale Peaker Energy Center,55833,27463.86,4,28.0534,-81.8059,FL,Polk,America/New_York,5.0
254,Avon Park,624,477.22,4,27.5792,-81.4925,FL,Highlands,America/New_York,5.0
255,Bayboro,627,5002.42,4,27.7578,-82.6369,FL,Pinellas,America/New_York,5.0
256,Bayside Power Station,7873,4784645.5,4,27.9072,-82.4231,FL,Hillsborough,America/New_York,5.0
257,Big Bend,645,10286924.92,4,27.7944,-82.4036,FL,Hillsborough,America/New_York,5.0
258,Brandy Branch,7846,2598387.95,4,30.3206,-81.9486,FL,Duval,America/New_York,5.0
